Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AS,ANBA,DPOY,RPOY,SPOY,MIP,MVP
29,DEN,SF,13,0,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1,0,0,0,0,0,0,0
21,GSW,C,10,0,85,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0,0.018,-7.7,-1.9,-9.7,-0.2,0,0,0,0,0,0,0
25,DAL,PG,8,1,84,13,0.416,0.282,0.179,1.3,11.6,6.2,38,1.2,0,6.7,25.3,0,0.1,0,0.021,-2.7,-1.7,-4.4,-0.1,0,0,0,0,0,0,0
22,POR,SG,16,0,80,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,26.6,22.8,-0.1,0.1,-0.1,-0.044,-2,-0.9,-2.8,0,0,0,0,0,0,0,0
21,2TM,PF,16,0,80,15.2,0.526,0.219,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.072,-1.2,-2.4,-3.6,0,0,0,0,0,0,0,0
21,BRK,PF,14,0,72,16.8,0.541,0.194,0.097,13.4,11.6,12.5,4.9,0.7,2.1,5.8,20.4,0.1,0,0.1,0.098,-0.2,-2.8,-3,0,0,0,0,0,0,0,0
21,WAS,PF,2,0,8,1.1,0.266,1,2,0,28.1,14.1,0,6.2,0,34.7,15.7,0,0,0,-0.162,-9.9,0.8,-9.1,0,0,0,0,0,0,0,0
23,2TM,PF,11,0,80,14.9,0.582,0.2,0.2,12.4,13.7,13.1,12.7,0,1,15.5,21.1,0.1,0,0.1,0.088,-0.5,-1.9,-2.4,0,0,0,0,0,0,0,0
23,DEN,PF,7,0,46,14.4,0.597,0.2,0.267,12.1,14.3,13.2,6.2,0,1.7,15.2,18.3,0.1,0,0.1,0.096,0.7,-2.3,-1.6,0,0,0,0,0,0,0,0
23,CHO,PF,4,0,34,15.5,0.567,0.2,0.133,12.9,13,12.9,21.6,0,0,15.9,25,0,0,0.1,0.078,-2.1,-1.4,-3.5,0,0,0,0,0,0,0,0
30,NOP,SF,6,0,79,11.7,0.518,0.478,0.304,2.7,5.4,4,7.2,1.9,0,0,14.6,0.1,0.1,0.2,0.098,-0.4,-0.4,-0.8,0,0,0,0,0,0,0,0
32,PHI,C,8,0,76,15,0.544,0.194,0.355,11.6,20.3,15.9,8.9,0.6,1,14.3,23.9,0.1,0.1,0.1,0.072,-1.6,-2.7,-4.3,0,0,0,0,0,0,0,0
23,WAS,C,19,0,75,6.6,0.43,0,0.074,7.6,25.4,16.5,5.8,1.3,0,9.7,18,-0.1,0.1,0,0.005,-7,-1.5,-8.4,-0.1,0,0,0,0,0,0,0
28,PHI,PG,3,1,71,8.7,0.453,0.156,0.313,4.6,14,9.3,29.4,0,0,19.8,27.7,-0.1,0,-0.1,-0.067,-2.1,-2.4,-4.4,0,0,0,0,0,0,0,0
25,PHO,SF,5,0,62,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,4.2,16.2,0.1,0,0.1,0.054,-0.8,-1.7,-2.4,0,0,0,0,0,0,0,0
23,UTA,PF,12,0,53,19.7,0.59,0.25,0.375,9,27.6,18.5,6.3,1,3.1,9.7,18.2,0.1,0.1,0.2,0.171,2.3,1.1,3.4,0.1,0,0,0,0,0,0,0
20,HOU,C,5,1,52,12.3,0.799,0,0.571,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.123,-2.8,1.4,-1.5,0,0,0,0,0,0,0,0
22,HOU,PG,4,0,52,0.3,0.19,0.286,0.286,2.1,4.2,3.1,7.1,0.9,1.6,0,6.4,-0.1,0,0,-0.028,-6.9,-0.9,-7.8,-0.1,0,0,0,0,0,0,0
22,ORL,SG,5,0,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.1,0.107,-4,-0.5,-4.5,0,0,0,0,0,0,0,0
29,MIN,C,7,0,47,5.5,0.432,0,0.154,19.6,15.1,17.4,0,1.1,0,22.4,16.8,-0.1,0,0,-0.033,-7.1,-5.2,-12.3,-0.1,0,0,0,0,0,0,0
24,2TM,SF,4,0,47,6.2,0.611,0.444,0,0,2.3,1.1,0,1,1.7,0,8.5,0,0,0.1,0.061,-5.5,-0.7,-6.2,-0.1,0,0,0,0,0,0,0
24,MIL,SF,2,0,6,-9.9,0,1,0,0,0,0,0,0,0,0,7.6,0,0,0,-0.191,-13.2,-5.7,-18.8,0,0,0,0,0,0,0,0
24,NOP,SF,2,0,41,8.6,0.688,0.375,0,0,2.6,1.3,0,1.2,2,0,8.6,0.1,0,0.1,0.098,-4.4,0,-4.4,0,0,0,0,0,0,0,0
24,HOU,PF,14,0,44,6.7,0.437,0.929,0.143,9.9,14.9,12.4,6.1,3.3,1.8,25.2,19.1,-0.1,0.1,0,-0.039,-4.1,-1.3,-5.4,0,0,0,0,0,0,0,0
23,ORL,SG,5,0,43,-9.2,0,0.714,0,2.5,15.6,8.9,0,0,0,30,10.2,-0.2,0,-0.2,-0.25,-13.3,-4.6,-17.9,-0.2,0,0,0,0,0,0,0
21,TOR,SF,9,0,40,14.6,0.438,0.375,0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.2,0.8,1,0,0,0,0,0,0,0,0
25,ATL,SG,5,0,40,-1.9,0.276,0.4,0.2,2.8,16.3,9.6,21.1,1.2,0,19.7,22.2,-0.2,0,-0.1,-0.176,-10.3,-1.1,-11.4,-0.1,0,0,0,0,0,0,0
30,BRK,PG,3,0,39,4.1,0.376,0.375,0.375,0,5.4,2.7,17.5,1.2,1.9,9.7,11.3,0,0,0,-0.006,-6.4,0.9,-5.5,0,0,0,0,0,0,0,0
30,SAC,PG,2,0,35,14.4,0.5,0.75,0,3.3,6.5,5,38.6,2.9,0,20,19.4,0,0,0,0.063,2.8,-0.7,2.1,0,0,0,0,0,0,0,0
33,NOP,PG,2,0,33,7.7,0.773,0.333,0.667,0,0,0,20.3,3,0,43.6,9.2,0,0,0,0.06,-4.8,3.4,-1.4,0,0,0,0,0,0,0,0
24,DET,SG,9,0,32,-2.1,0.184,0.4,0.2,6.6,3.5,5.1,7.9,0,0,0,15,-0.1,0,-0.1,-0.136,-9.2,-2.9,-12.1,-0.1,0,0,0,0,0,0,0
27,PHI,PF,3,0,31,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-5.2,-10.3,-0.1,0,0,0,0,0,0,0
25,OKC,PF,2,0,31,26.1,0.612,0.364,0.091,14.3,17.9,16.1,15.5,0,7.7,0,15.7,0.1,0,0.2,0.265,7.6,1.2,8.8,0.1,0,0,0,0,0,0,0
29,ORL,C,8,0,28,5.8,0.5,0,0,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,0,-0.005,-6.1,-0.3,-6.4,0,0,0,0,0,0,0,0
24,2TM,C,2,0,28,21.3,0.633,0,0.6,16.3,26.8,21.6,5.1,0,17.3,24,13.2,0,0.1,0.1,0.15,-1.4,4.7,3.3,0,0,0,0,0,0,0,0
24,ATL,C,1,0,4,13.1,0.532,0,2,0,27.1,13.7,0,0,0,0,20.5,0,0,0,-0.047,-0.7,-0.5,-1.1,0,0,0,0,0,0,0,0
24,CLE,C,1,0,24,22.6,0.676,0,0.25,19,26.7,23,6,0,20.2,31.1,12,0,0.1,0.1,0.183,-1.5,5.6,4.1,0,0,0,0,0,0,0,0
27,DAL,SG,4,0,25,-2.2,0.239,0.133,0.267,13.3,29.3,20.9,12.7,0,0,10.7,35.4,-0.2,0,-0.2,-0.364,-8.8,-6,-14.8,-0.1,0,0,0,0,0,0,0
22,CHO,C,2,0,25,-0.1,0.25,0,0,8.7,4.4,6.6,5.4,0,0,20,9,0,0,0,-0.07,-6.9,-2.7,-9.5,0,0,0,0,0,0,0,0
19,LAC,C,7,0,24,-1.2,0.339,0,0.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,0,-0.1,-0.211,-14.9,-5.9,-20.8,-0.1,0,0,0,0,0,0,0
29,PHO,SG,2,0,23,-3.4,0.19,0.286,0.286,13.8,14.6,14.2,5.6,0,0,20.2,18,-0.1,0,-0.1,-0.233,-12,-7,-19,-0.1,0,0,0,0,0,0,0
33,MIL,PF,8,0,22,1.3,0.357,0.857,0,0,15.7,7.9,0,0,0,0,14.5,0,0,0,-0.075,-6.3,-4.9,-11.2,-0.1,0,0,0,0,0,0,0
32,ATL,SG,2,0,18,-4.3,0.228,0.286,0.571,0,6,3.1,7.1,0,0,0,21.2,-0.1,0,-0.1,-0.189,-10.6,-5.4,-15.9,-0.1,0,0,0,0,0,0,0
22,CHO,SG,5,0,17,-2.2,0.102,0.5,0.5,0,19.5,9.7,22.6,0,0,0,12.9,-0.1,0,-0.1,-0.146,-10.1,-1.7,-11.8,0,0,0,0,0,0,0,0
22,BOS,PG,5,0,17,30.8,0.753,0.25,1.5,13.2,13,13.1,28.2,0,0,0,17.3,0.1,0,0.1,0.386,9.7,0.1,9.8,0.1,0,0,0,0,0,0,0
28,CLE,C,5,0,13,6.5,0.41,0,0.5,26.3,8.2,17,0,3.8,6.2,29.1,23.6,0,0,0,-0.029,-13.4,-1.7,-15,0,0,0,0,0,0,0,0
25,PHO,SG,4,0,13,17.3,0.595,0.4,0.4,0,8.6,4.2,11.5,0,0,0,18.9,0,0,0,0.167,4.3,-2.1,2.2,0,0,0,0,0,0,0,0
36,CLE,SF,1,0,12,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0,0,9.3,39.9,0,0,0,-0.03,-0.4,-4.4,-4.8,0,0,0,0,0,0,0,0
34,MIN,PG,5,0,11,9.1,0.25,0.25,0,0,0,0,12.5,9.2,0,0,16.1,0,0,0,-0.033,-4,7.1,3.1,0,0,0,0,0,0,0,0
21,DAL,PF,3,0,10,-17.6,0,0.333,0,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1,0,0,0,0,0,0,0
23,CHI,SG,3,0,9,-3.2,0,1,0,0,12.1,6,0,0,0,0,4.8,0,0,0,-0.088,-7.8,-1.2,-9,0,0,0,0,0,0,0,0
22,LAC,PF,3,0,9,17.2,0.286,0,0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0,0,-0.165,-6.6,4.5,-2,0,0,0,0,0,0,0,0
23,DEN,C,2,0,7,31.5,0.798,0,2,15.9,15.6,15.8,40.1,7,0,0,11.4,0.1,0,0.1,0.48,4.9,11.9,16.8,0,0,0,0,0,0,0,0
33,CLE,PF,82,82,3026,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,11,3,14,0.221,7.3,1.4,8.7,8.2,1,1,0,0,0,0,0
26,MIL,SF,82,82,2982,17.4,0.577,0.32,0.285,1.8,15,8.4,17.7,2,0.6,11.8,24.6,4.6,2.3,6.9,0.111,0.8,-0.8,0,1.5,0,0,0,0,0,0,0
22,MIN,SF,82,82,2979,13,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-0.8,-1.7,-2.4,-0.3,0,0,0,0,0,0,0
24,WAS,SG,82,82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,1,0,0,0,0,0,0
27,NOP,SG,81,81,2927,17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2,1.7,13.6,23.1,4.2,2.9,7.1,0.116,1.3,0.3,1.6,2.7,0,0,0,0,0,0,0
26,POR,SG,81,81,2923,17,0.536,0.316,0.166,2,9.9,6,15.8,1.3,1,8.6,26.5,3.7,2.9,6.6,0.108,1.8,-0.5,1.2,2.4,0,0,0,0,0,0,0
22,MIN,C,82,82,2918,24.9,0.646,0.243,0.343,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.9,0.2,5.1,5.2,1,1,0,0,0,0,0
29,OKC,PG,80,80,2914,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,4.8,1.5,6.3,6.1,1,1,0,0,0,0,0
27,OKC,SF,79,79,2891,18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5,3.9,8.9,0.147,2.3,0.6,2.9,3.6,1,1,0,0,0,0,0
23,MIL,PF,75,75,2756,27.3,0.598,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7,1,1,0,0,0,0,0
27,CHO,PG,80,80,2736,20.6,0.572,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,6.5,2,8.6,0.15,4.7,-0.7,4,4.2,1,0,0,0,0,0,0
21,PHI,PG,81,81,2732,20,0.557,0.011,0.342,5.9,19.5,13,37.4,2.5,2.1,19.5,22.3,4.2,5,9.2,0.162,2,2.5,4.5,4.5,0,0,0,1,0,0,0
24,NOP,PF,75,75,2727,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2,5.6,8.6,30,8.8,4.9,13.7,0.241,5.3,1.4,6.7,5.9,1,1,0,0,0,0,0
32,MIN,PF,82,82,2726,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1,0,0,0,0,0,0,0
28,TOR,SG,80,80,2711,21,0.555,0.203,0.396,2.5,10.4,6.5,25,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2,1,1,0,0,0,0,0
24,MIA,SF,81,81,2689,13.6,0.551,0.38,0.16,2.9,9,6,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,0,0,0,0,0,0,0
27,DEN,SG,81,40,2683,16.2,0.562,0.411,0.22,3,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,0,0,0,0,0,0,0
27,POR,PG,73,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7,0.3,7.2,6.3,1,1,0,0,0,0,0
25,2TM,PF,80,80,2668,17.1,0.565,0.364,0.177,2.4,15.7,9,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6,0,0,0,0,0,0,0
25,DET,PF,48,48,1563,16.7,0.564,0.389,0.192,2.5,15,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,0.125,2.2,-0.5,1.7,1.5,0,0,0,0,0,0,0
25,LAC,PF,32,32,1105,17.7,0.565,0.33,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9,23.5,1.6,1,2.6,0.112,2.3,-0.2,2.1,1.2,0,0,0,0,0,0,0
21,UTA,SG,79,71,2638,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,0,0,0,0,0,0,0
25,DAL,PF,77,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2,1.9,3.8,0.07,0.8,-1.3,-0.5,1,0,0,0,0,0,0,0
24,DET,C,78,78,2625,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4,1,0,0,0,0,0,0
29,IND,PF,81,81,2607,14.8,0.528,0.209,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4,0,0,0,0,0,0,0
31,LAC,SG,79,19,2589,20.2,0.574,0.387,0.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,4.2,-1.8,2.3,2.8,0,0,0,0,1,0,0
28,NOP,SG,82,80,2586,12.1,0.593,0.362,0.082,2.5,7.3,5,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,-1,-0.5,-1.6,0.3,0,0,0,0,0,0,0
30,UTA,SF,82,81,2578,14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4,3.6,7.6,0.141,1,1.3,2.3,2.8,0,0,0,0,0,0,0
20,DEN,PG,81,80,2565,16.1,0.576,0.411,0.238,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,0.103,1.2,-1.5,-0.3,1.1,0,0,0,0,0,0,0
25,IND,SG,75,75,2552,23.1,0.577,0.323,0.274,2.1,15.1,8.6,21.2,3.5,2,12.7,30.1,4.3,4,8.2,0.155,4.1,1.7,5.8,5,1,1,0,0,0,1,0
28,HOU,SG,72,72,2551,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7,1,1,0,0,0,0,1
27,PHI,SF,80,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,0,0,0,0,0,0,0
31,TOR,PG,78,78,2510,19.5,0.598,0.631,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,0.194,4.7,0.5,5.2,4.5,1,0,0,0,0,0,0
32,SAS,C,75,75,2509,25,0.57,0.068,0.296,10.8,17.3,14,11.3,0.9,3,6.8,29.1,7.4,3.5,10.9,0.209,4.3,-0.4,3.9,3.7,1,1,0,0,0,0,0
27,GSW,SG,73,73,2506,16,0.598,0.442,0.083,1.5,10.3,6.2,11.2,1.1,1.1,9.5,23.7,3.1,1.8,4.9,0.094,1.7,-2.1,-0.4,1,1,0,0,0,0,0,0
33,OKC,PF,78,78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-0.6,-1.3,-1.9,0,0,0,0,0,0,0,0
24,OKC,C,76,76,2487,20.6,0.63,0.003,0.402,16.6,13.9,15.3,5.5,1.8,2.8,13.3,16.7,6.7,3,9.7,0.187,1.7,-0.6,1.1,2,0,0,0,0,0,0,0
23,ATL,SF,82,82,2464,12.8,0.549,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,0,2,2,0.038,-0.5,-0.6,-1.1,0.6,0,0,0,0,0,0,0
28,IND,SF,80,80,2464,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,0,0,0,0,0,0,0
32,CHO,C,81,81,2463,20.5,0.577,0.008,0.639,11,33.8,22.2,7.1,1,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-0.3,0.1,-0.1,1.2,0,0,0,0,0,0,0
24,LAL,SG,74,74,2458,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,0,0,0,0,0,0,0
19,BOS,SF,80,80,2443,15.2,0.586,0.29,0.309,2.3,15.6,9,8.3,1.7,2,10.7,19.4,3,4,7.1,0.139,0,1.2,1.2,2,0,0,0,0,0,0,0
22,DEN,C,75,73,2443,24.4,0.603,0.277,0.31,9,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.211,5.3,1.6,6.9,5.5,0,0,0,0,0,0,0
24,WAS,SF,77,77,2432,18.3,0.602,0.354,0.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,5,3.1,8.1,0.161,2.6,1,3.5,3.4,0,0,0,0,0,0,0
29,LAC,C,77,77,2424,20.2,0.648,0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.186,1.7,-0.3,1.4,2.1,0,0,0,0,0,0,0
33,MEM,C,73,73,2408,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7,0,0,0,0,0,0,0
22,LAL,PF,77,37,2401,14.2,0.549,0.418,0.2,3.9,17.4,10.7,9.1,1,1.1,11,22.5,1.5,2.3,3.8,0.077,0.3,-1,-0.7,0.8,0,0,0,0,0,0,0
31,MIA,PG,75,75,2378,16.6,0.543,0.279,0.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4,1,0,0,0,0,0,0
22,MEM,SF,82,74,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4,-1.2,0,0,0,0,0,0,0
30,DEN,SF,74,71,2346,10.9,0.542,0.39,0.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1,-1.1,-2.1,-0.1,0,0,0,0,0,0,0
29,GSW,SF,68,68,2325,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,1,1,0,0,0,0,0
28,2TM,PG,74,74,2322,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,0,0,0,0,0,0,0
28,PHO,PG,3,3,83,13,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0,0,-0.028,-0.7,-2.4,-3.2,0,0,0,0,0,0,0,0
28,MIL,PG,71,71,2239,20,0.585,0.366,0.319,2.5,11.9,7.2,26,3.2,1.5,16,26,3.2,2.4,5.7,0.121,2.4,0.4,2.8,2.7,0,0,0,0,0,0,0
29,MIN,PG,70,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,3.4,1.4,4.9,0.101,1.1,-0.7,0.4,1.4,0,0,0,0,0,0,0
23,PHI,PF,78,73,2310,15.8,0.582,0.448,0.233,7.5,16.4,12.1,13,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.137,1.8,-0.5,1.3,1.9,0,0,0,0,0,0,0
32,NYK,SG,76,69,2310,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1,0,0,0,0,0,0,0
24,BRK,PG,80,58,2306,15.9,0.527,0.517,0.32,1.8,10.2,6,35,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5,0,0,0,0,0,0,0
23,DEN,SG,67,65,2304,16.5,0.597,0.434,0.178,1.8,6.8,4.3,13,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,1,-0.2,0.8,1.7,0,0,0,0,0,0,0
27,GSW,PF,70,70,2287,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8,1,0,0,0,0,0,0
24,DAL,SG,82,21,2282,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,0.064,-1.3,0,-1.4,0.4,0,0,0,0,0,0,0
32,HOU,PF,82,34,2281,8.3,0.537,0.703,0.136,4.6,17.8,11.3,4.6,1.7,1,13.7,10.5,1,3,3.9,0.082,-1.9,0.8,-1.1,0.5,0,0,0,0,0,0,0
31,BOS,C,72,72,2277,17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4,3.8,7.8,0.165,2.4,2,4.4,3.7,1,0,0,0,0,0,0
32,HOU,SF,67,67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0,0.7,0.7,1.5,0,0,0,0,0,0,0
28,CHI,SG,72,72,2265,10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0,0,0,0,0,0,0,0
27,UTA,PG,77,77,2254,15.4,0.537,0.33,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.112,-0.7,1.5,0.7,1.6,0,0,0,0,0,0,0
32,CLE,SG,80,61,2244,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-2.1,-0.9,-3,-0.6,0,0,0,0,0,0,0
22,WAS,SF,81,11,2231,11.9,0.534,0.467,0.295,3,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,0.08,-1.6,-0.1,-1.7,0.2,0,0,0,0,0,0,0
26,IND,PG,82,17,2210,11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.8,0.3,-1.5,0.3,0,0,0,0,0,0,0
25,BRK,SG,75,68,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.07,0,-0.7,-0.7,0.7,0,0,0,0,0,0,0
23,LAL,C,82,49,2190,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.6,0,0.6,1.4,0,0,0,0,0,0,0
31,BRK,PF,73,73,2180,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2,0,0,0,0,0,0,0
25,SAC,SG,78,52,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,0,0,0,0,0,0,0
28,MIN,SG,59,59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,7.1,1.8,8.9,0.198,5,0.7,5.8,4.2,1,1,0,0,0,0,0
29,HOU,SG,69,30,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3,0,0,0,0,0,0,0
26,UTA,C,77,77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9,0,0,0,0,0,0,0
21,BOS,SG,70,70,2152,13.6,0.562,0.381,0.29,3.4,14,8.8,8.5,1.6,1,12,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8,0,0,0,0,0,0,0
24,PHO,SF,65,65,2142,17.6,0.541,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,0.8,-1.6,-0.7,0.7,0,0,0,0,0,0,0
31,DAL,SF,63,63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,-1,0.1,-0.9,0.6,0,0,0,0,0,0,0
